STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,AGE,Age,SEX,Sex,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2022-W03,,1047.4,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2022-W04,,951.4,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2022-W05,,939,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2022-W06,,724.4,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2022-W07,,590.2,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2022-W08,,526.2,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2022-W09,,521,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2022-W10,,314.4,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2022-W11,,513.8,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2022-W12,,476.4,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2022-W13,,529.4,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2022-W14,,544.2,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2022-W15,,427,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2022-W16,,527.8,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2022-W17,,547.2,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2022-W18,,697.2,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2022-W19,,697.4,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2022-W20,,557.6,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2022-W21,,599,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2022-W22,,724.8,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2022-W23,,774.8,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2022-W24,,926.8,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2022-W25,,765.4,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2022-W26,,621,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2022-W27,,742.4,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2022-W28,,772.2,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2022-W29,,709,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2022-W30,,704.4,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2022-W31,,793.4,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2022-W32,,686,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2022-W33,,445.6,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2022-W34,,375.4,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2022-W35,,208.6,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2022-W36,,324.6,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2022-W37,,327,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2022-W38,,363.8,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2022-W39,,214,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2022-W40,,304.4,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2022-W41,,308.8,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2022-W42,,431,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2022-W43,,279.2,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2022-W44,,357.8,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2022-W45,,517.2,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2022-W46,,509.4,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2022-W47,,524.2,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2022-W48,,502.4,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2022-W49,,699.8,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2022-W50,,562,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2022-W51,,648.4,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2022-W52,,567,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2023-W01,,608.2,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2023-W02,,408.4,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2023-W03,,479.4,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2023-W04,,385.4,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2023-W05,,559,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2023-W06,,364.4,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2023-W07,,464.2,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2023-W08,,347.2,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2023-W09,,433,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2023-W10,,471.4,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2023-W11,,569.8,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2023-W12,,447.4,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2023-W13,,407.4,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2023-W14,,363.2,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2023-W15,,521,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2023-W16,,569.8,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2023-W17,,549.2,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2023-W18,,545.2,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2023-W19,,665.4,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2023-W20,,701.6,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2023-W21,,654,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2023-W22,,735.8,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2023-W23,,442.8,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2023-W24,,415.8,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2023-W25,,608.4,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2023-W26,,459,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2023-W27,,447.4,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2023-W28,,358.2,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2023-W29,,287,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2023-W30,,282.4,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2023-W31,,219.4,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2023-W32,,195,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2023-W33,,192.6,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2023-W34,,21.4,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2023-W35,,-13.4,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2023-W36,,2.6,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2023-W37,,171,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2023-W38,,45.8,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2023-W39,,240,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2023-W40,,138.4,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2023-W41,,366.8,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2023-W42,,209,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2023-W43,,262.2,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2023-W44,,393.8,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2023-W45,,508.2,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2023-W46,,553.4,,A,Normal value,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_MORTALITY@DF_MORTALITY(1.0),Mortality by week,I,AUS,Australia,W,Weekly,EM,Excess mortality,_T,Total,_T,Total,DT,Deaths,2023-W47,,364.2,,A,Normal value,0,Units
